tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,median time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,7,5,13,3,1,2568,110,24,male,6,tpr,inhb,0,0,2066,2066,2066,flower,,1,,,,,,,1,,2066,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,3,20,2568,110,24,male,7,tpr,prpt,0,0,1485,1485,1485,owl,,1,,,,,,,1,,1485,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,3,30,2568,110,24,male,8,tpr,prpt,0,0,1230,1231,1231,apple,,1,,,,,,,1,,1231,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,3,40,2568,110,24,male,9,tpr,prpt,1,0,1321,1321,1321,elephant4,,1,,,,,,,1,,1321,,1321,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,3,46,2568,110,24,male,10,tpr,prpt,1,0,4583,4583,4583,elephant2,,1,,,,,,,1,,4583,,4583,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,3,55,2568,110,24,male,11,tpr,prpt,1,0,1783,1783,1783,elephant,,1,,,,,,,1,,1783,,1783,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,4,1,2568,110,24,male,12,tpr,inhb,0,0,1558,1558,1558,apple,,1,,,,,,,1,,1558,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,4,42,2568,110,24,male,13,tpr,inhb,0,0,1344,1383,1383,elephant,,1,,,,,,,1,,1383,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,4,52,2568,110,24,male,14,tpr,prpt,1,0,1414,1414,1414,bus,,1,,,,,,,1,,1414,,1414,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,4,57,2568,110,24,male,15,tpr,prpt,1,0,1793,1794,1794,flower,,1,,,,,,,1,,1794,,1794,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,5,3,2568,110,24,male,16,tpr,prpt,1,0,52,611,611,elephant,,1,,,,,,,1,,611,,611,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,5,8,2568,110,24,male,17,tpr,prpt,0,0,1013,1045,1045,elephant,,1,,,,,,,1,,1045,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,5,16,2568,110,24,male,18,tpr,inhb,0,0,334,335,335,elephant2,,1,,,,,,,1,,335,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,5,24,2568,110,24,male,19,tpr,prpt,1,0,1098,1098,1098,owl,,1,,,,,,,1,,1098,,1098,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,5,29,2568,110,24,male,20,tpr,prpt,0,0,1203,1252,1252,owl,,1,,,,,,,1,,1252,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,5,35,2568,110,24,male,21,tpr,inhb,0,0,1133,1157,1157,elephant,,1,,,,,,,1,,1157,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,5,55,2568,110,24,male,22,tpr,prpt,1,0,883,884,884,elephant2,,1,,,,,,,1,,884,,884,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,6,0,2568,110,24,male,23,tpr,inhb,0,0,4201,4216,4216,elephant2,,1,,,,,,,1,,4216,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,6,11,2568,110,24,male,24,tpr,prpt,0,0,1283,1308,1308,flower,,1,,,,,,,1,,1308,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,6,19,2568,110,24,male,25,tpr,prpt,1,0,1641,1641,1641,flower,,1,,,,,,,1,,1641,,1641,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,6,25,2568,110,24,male,26,tpr,prpt,1,0,2186,2187,2187,owl,,1,,,,,,,1,,2187,,2187,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,6,31,2568,110,24,male,27,tpr,prpt,0,0,2980,4531,4531,elephant4,,1,,,,,,,1,,4531,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,6,41,2568,110,24,male,28,tpr,inhb,1,0,735,735,735,elephant,,1,,,,,,,1,,735,735,,inhb,1,,1,
alexandra,24m2h,2024,7,5,13,6,46,2568,110,24,male,29,tpr,inhb,0,0,1452,1452,1452,owl,,1,,,,,,,1,,1452,,,inhb,0,,,
alexandra,24m2h,2024,7,5,13,6,54,2568,110,24,male,30,tpr,prpt,1,0,2766,2766,2766,elephant4,,1,,,,,,,1,,2766,,2766,prpt,1,1,,
alexandra,24m2h,2024,7,5,13,7,1,2568,110,24,male,31,tpr,prpt,0,0,3108,3123,3123,owl,,1,,,,,,,1,,3123,,,prpt,0,,,
alexandra,24m2h,2024,7,5,13,7,10,2568,110,24,male,32,tpr,prpt,1,0,1635,1635,1635,owl,,1,,,,,,,1,,1635,,1635,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,1635,,,16/23,1 out of 8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6957,0.125,
