tester,testName,year,mth,day,hour,min,sec,partNo,partRef,age,gender,trialNo,trialType,trialVar,accu,dotPr,touchTime,respTime,trialTime,animShown,prpt location,validity_basedonRT,reason invalid,terminated early?,reason terminated,held back?,override software,Reason overwritten,retain RT as >5000ms,notes,respTime,median time inh.,med. Time prpt,trialVar,accu,accu prpt,accu inh,coder
alexandra,24m2h,2024,11,11,14,8,17,2779,154,18,female,17,tpl,prpt,0,0,854,855,855,apple,,1,,,,, ,,1,,855,,,prpt,0,,,
alexandra,24m2h,2024,11,11,14,8,24,2779,154,18,female,18,tpl,prpt,0,0,15,15,15,elephant4,,0,3,,,,,,1,,15,,,prpt,0,,,
alexandra,24m2h,2024,11,11,14,8,44,2779,154,18,female,19,tpl,prpt,1,0,18,1944,1944,elephant,,1,,,,,,,1,,1944,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,8,50,2779,154,18,female,20,tpl,prpt,1,0,3471,3528,3528,owl,,1,,,,,,,1,,3528,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,8,58,2779,154,18,female,21,tpl,inhb,0,0,1442,1442,1442,apple,,1,,,,,,,1,,1442,,,inhb,0,,,
alexandra,24m2h,2024,11,11,14,9,5,2779,154,18,female,22,tpl,prpt,0,0,190,858,858,flower,,1,,,,,,,1,,858,,,prpt,0,,,
alexandra,24m2h,2024,11,11,14,9,38,2779,154,18,female,23,tpl,prpt,1,0,1121,1121,1121,elephant4,,1,,,,,,,1,,1121,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,9,44,2779,154,18,female,24,tpl,prpt,1,0,6,524,524,bus,,1,,,,,,,1,,524,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,9,48,2779,154,18,female,25,tpl,prpt,1,0,1350,3216,3216,elephant,,1,,,,,,,1,,3216,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,9,56,2779,154,18,female,26,tpl,prpt,1,0,4827,4827,4827,owl,,1,,,,,,,1,,4827,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,10,4,2779,154,18,female,27,tpl,inhb,0,0,1307,1307,1307,elephant4,,1,,,,,,,1,,1307,,,inhb,0,,,
alexandra,24m2h,2024,11,11,14,10,21,2779,154,18,female,28,tpl,prpt,0,0,351,352,352,apple,,1,,,,,,,1,,352,,,prpt,0,,,
alexandra,24m2h,2024,11,11,14,10,33,2779,154,18,female,29,tpl,prpt,0,0,142,735,735,elephant,,1,,,,,,,1,,735,,,prpt,0,,,
alexandra,24m2h,2024,11,11,14,10,51,2779,154,18,female,30,tpl,prpt,1,0,4640,4640,4640,owl,,1,,,,,,,1,,4640,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,10,59,2779,154,18,female,31,tpl,prpt,1,0,1658,1658,1658,elephant2,,1,,,,,,,1,,1658,,,prpt,1,1,,
alexandra,24m2h,2024,11,11,14,11,5,2779,154,18,female,32,tpl,prpt,1,0,1129,1130,1130,flower,,1,,,,,,,1,,1130,,,prpt,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 out of 22,0 out of 7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6819,0,
